2,8,http://files.opentreeoflife.org/ott/ott2.8/ott2.8.tgz,2014-06-12
2.7,http://files.opentreeoflife.org/ott/ott2.7.tgz,2014-05-08
2.6,http://files.opentreeoflife.org/ott/ott2.6.tgz,2014-04-11
2.5,http://files.opentreeoflife.org/ott/ott2.5.tgz,2014-03-28
2.4,http://files.opentreeoflife.org/ott/ott2.4.tgz,2014-03-17
2.3,http://files.opentreeoflife.org/ott/ott2.3.tgz,2013-12-04
2.2,http://files.opentreeoflife.org/ott/ott2.2.tgz,2013-09-15
2.1,http://files.opentreeoflife.org/ott/ott2.1.tgz,2013-07-16
2.0,http://files.opentreeoflife.org/ott/ott2.0.tgz,2013-05-31
1.0,https://bitbucket.org/blackrim/avatol-taxonomies/downloads/ottol_dumpv1_w_preottol_ids_uniqunames.tar.gz,2013-03-16
